hospital_admissions.admission_time (admissions.admittime) -> visit_information_detail.visit_start_timestamp(visit_detail.visit_detail_start_datetime) -> None.None
hospital_admissions.death_time (admissions.deathtime) -> death_event.death_date_time(death.death_datetime) -> None.None
hospital_admissions.death_time (admissions.deathtime) -> death_event.death_date(death.death_date) -> None.None
hospital_admissions.admission_diagnosis (admissions.diagnosis) -> condition_record.condition_source_code(condition_occurrence.condition_source_value) -> None.None
hospital_admissions.discharge_destination (admissions.discharge_location) -> visit_information_detail.discharge_location_code(visit_detail.discharged_to_source_value) -> None.None
hospital_admissions.discharge_destination (admissions.discharge_location) -> visit_record.discharge_location_code(visit_occurrence.discharged_to_source_value) -> None.None
hospital_admissions.discharge_time (admissions.dischtime) -> condition_record.condition_end_timestamp(condition_occurrence.condition_end_datetime) -> None.None
hospital_admissions.discharge_time (admissions.dischtime) -> visit_information_detail.visit_end_timestamp(visit_detail.visit_detail_end_datetime) -> None.None
hospital_admissions.discharge_time (admissions.dischtime) -> visit_record.visit_end_date_time(visit_occurrence.visit_end_datetime) -> None.None
hospital_admissions.emergency_department_discharge_time (admissions.edouttime) -> NA,NA 
hospital_admissions.emergency_department_register_time (admissions.edregtime) -> visit_record.visit_start_date_time(visit_occurrence.visit_start_datetime) -> None.None
hospital_admissions.emergency_department_register_time (admissions.edregtime) -> condition_record.condition_start_timestamp(condition_occurrence.condition_start_datetime) -> None.None
hospital_admissions.emergency_department_register_time (admissions.edregtime) -> visit_information_detail.visit_start_timestamp(visit_detail.visit_detail_start_datetime) -> None.None
hospital_admissions.patient_ethnicity (admissions.ethnicity) -> patient_information.ethnicity_source_code(person.ethnicity_source_value) -> None.None
hospital_admissions.patient_ethnicity (admissions.ethnicity) -> patient_information.race_source_code(person.race_source_value) -> None.None
hospital_admissions.hospital_stay_id (admissions.hadm_id) -> NA,NA 
hospital_admissions.chart_events_data_available (admissions.has_chartevents_data) -> NA,NA 
hospital_admissions.in_hospital_death_flag (admissions.hospital_expire_flag) -> NA,NA 
hospital_admissions.insurance_details (admissions.insurance) -> NA,NA 
hospital_admissions.patient_language (admissions.language) -> NA,NA 
hospital_admissions.patient_marital_status (admissions.marital_status) -> NA,NA 
hospital_admissions.patient_religion (admissions.religion) -> NA,NA 
hospital_admissions.row_identifier (admissions.row_id) -> visit_information_detail.visit_occurrence_identifier(visit_detail.visit_occurrence_id) -> visit_record.visit_occurrence_identifier
hospital_admissions.row_identifier (admissions.row_id) -> condition_record.visit_occurrence_identifier(condition_occurrence.visit_occurrence_id) -> visit_record.visit_occurrence_identifier
hospital_admissions.patient_id (admissions.subject_id) -> patient_information.person_identifier(person.person_id) -> None.None
hospital_diagnoses.hospital_stay_id (diagnoses_icd.hadm_id) -> condition_record.visit_occurrence_identifier(condition_occurrence.visit_occurrence_id) -> visit_record.visit_occurrence_identifier
hospital_diagnoses.international_classification_of_diseases_ninth_revision_code (diagnoses_icd.icd9_code) -> condition_record.condition_source_code(condition_occurrence.condition_source_value) -> None.None
hospital_diagnoses.row_identifier (diagnoses_icd.row_id) -> condition_record.condition_record_identifier(condition_occurrence.condition_occurrence_id) -> None.None
hospital_diagnoses.procedure_order (diagnoses_icd.seq_num) -> NA,NA 
hospital_diagnoses.patient_id (diagnoses_icd.subject_id) -> condition_record.person_identifier(condition_occurrence.person_id) -> patient_information.person_identifier
hospital_note_events.note_category (noteevents.category) -> clinical_note.note_source_value(note.note_source_value) -> None.None
hospital_note_events.caregiver_identifier (noteevents.cgid) -> clinical_note.provider_identifier(note.provider_id) -> healthcare_provider.provider_identifier
hospital_note_events.event_date (noteevents.chartdate) -> clinical_note.note_date(note.note_date) -> None.None
hospital_note_events.event_occurrence_time (noteevents.charttime) -> clinical_note.note_datetime(note.note_datetime) -> None.None
hospital_note_events.caregiver_details (noteevents.description) -> clinical_note.note_title(note.note_title) -> None.None
hospital_note_events.hospital_stay_id (noteevents.hadm_id) -> clinical_note.visit_occurrence_identifier(note.visit_occurrence_id) -> visit_record.visit_occurrence_identifier
hospital_note_events.error_flag (noteevents.iserror) -> NA,NA 
hospital_note_events.row_identifier (noteevents.row_id) -> clinical_note.note_identifier(note.note_id) -> None.None
hospital_note_events.event_recording_time (noteevents.storetime) -> NA,NA 
hospital_note_events.patient_id (noteevents.subject_id) -> clinical_note.person_identifier(note.person_id) -> patient_information.person_identifier
hospital_note_events.note_content (noteevents.text) -> clinical_note.note_text(note.note_text) -> None.None
hospital_patient_services.current_service_type (services.curr_service) -> visit_information_detail.discharge_location_code(visit_detail.discharged_to_source_value) -> None.None
hospital_patient_services.hospital_admission_identifier (services.hadm_id) -> visit_information_detail.visit_occurrence_identifier(visit_detail.visit_occurrence_id) -> visit_record.visit_occurrence_identifier
hospital_patient_services.previous_service_type (services.prev_service) -> visit_information_detail.admission_source_code(visit_detail.admitted_from_source_value) -> None.None
hospital_patient_services.row_identifier (services.row_id) -> NA,NA 
hospital_patient_services.patient_identifier (services.subject_id) -> visit_information_detail.person_identifier(visit_detail.person_id) -> patient_information.person_identifier
hospital_patient_services.transfer_time (services.transfertime) -> visit_information_detail.visit_start_timestamp(visit_detail.visit_detail_start_datetime) -> None.None
hospital_procedures_coded_by_ICD9.hospital_stay_identifier (procedures_icd.hadm_id) -> procedure_record.visit_occurrence_identifier(procedure_occurrence.visit_occurrence_id) -> visit_record.visit_occurrence_identifier
hospital_procedures_coded_by_ICD9.procedure_ICD9_code (procedures_icd.icd9_code) -> procedure_record.procedure_source_code(procedure_occurrence.procedure_source_value) -> None.None
hospital_procedures_coded_by_ICD9.unique_row_identifier (procedures_icd.row_id) -> procedure_record.procedure_record_identifier(procedure_occurrence.procedure_occurrence_id) -> None.None
hospital_procedures_coded_by_ICD9.procedure_order (procedures_icd.seq_num) -> NA,NA 
hospital_procedures_coded_by_ICD9.patient_identifier (procedures_icd.subject_id) -> procedure_record.person_identifier(procedure_occurrence.person_id) -> patient_information.person_identifier
icu_patient_records.date_of_birth (patients.dob) -> patient_information.birth_month(person.month_of_birth) -> None.None
icu_patient_records.date_of_birth (patients.dob) -> patient_information.birth_year(person.year_of_birth) -> None.None
icu_patient_records.date_of_birth (patients.dob) -> patient_information.birth_day(person.day_of_birth) -> None.None
icu_patient_records.date_of_birth (patients.dob) -> patient_information.birth_date_time(person.birth_datetime) -> None.None
icu_patient_records.date_of_death (patients.dod) -> death_event.death_date_time(death.death_datetime) -> None.None
icu_patient_records.date_of_death (patients.dod) -> death_event.death_date(death.death_date) -> None.None
icu_patient_records.date_of_death_hospital (patients.dod_hosp) -> death_event.death_date_time(death.death_datetime) -> None.None
icu_patient_records.date_of_death_hospital (patients.dod_hosp) -> death_event.death_date(death.death_date) -> None.None
icu_patient_records.date_of_death_social_security (patients.dod_ssn) -> death_event.death_date_time(death.death_datetime) -> None.None
icu_patient_records.date_of_death_social_security (patients.dod_ssn) -> death_event.death_date(death.death_date) -> None.None
icu_patient_records.death_indicator (patients.expire_flag) -> NA,NA 
icu_patient_records.gender (patients.gender) -> patient_information.gender_source_code(person.gender_source_value) -> None.None
icu_patient_records.gender (patients.gender) -> patient_information.gender_standard_concept_identifier(person.gender_concept_id) -> None.None
icu_patient_records.unique_row_identifier (patients.row_id) -> NA,NA 
icu_patient_records.patient_id (patients.subject_id) -> patient_information.person_identifier(person.person_id) -> None.None
icu_patient_records.patient_id (patients.subject_id) -> patient_information.person_source_key(person.person_source_value) -> None.None
icu_patient_records.patient_id (patients.subject_id) -> death_event.person_identifier(death.person_id) -> patient_information.person_identifier
intensive_care_unit_admissions.database_source (icustays.dbsource) -> NA,NA 
intensive_care_unit_admissions.initial_care_unit (icustays.first_careunit) -> visit_information_detail.admission_source_code(visit_detail.admitted_from_source_value) -> None.None
intensive_care_unit_admissions.first_ward_identifier (icustays.first_wardid) -> NA,NA 
intensive_care_unit_admissions.hospital_admission_identifier (icustays.hadm_id) -> visit_information_detail.visit_occurrence_identifier(visit_detail.visit_occurrence_id) -> visit_record.visit_occurrence_identifier
intensive_care_unit_admissions.intensive_care_unit_stay_identifier (icustays.icustay_id) -> visit_information_detail.visit_detail_identifier(visit_detail.visit_detail_id) -> None.None
intensive_care_unit_admissions.admission_time (icustays.intime) -> visit_information_detail.visit_start_date(visit_detail.visit_detail_start_date) -> None.None
intensive_care_unit_admissions.admission_time (icustays.intime) -> visit_information_detail.visit_start_timestamp(visit_detail.visit_detail_start_datetime) -> None.None
intensive_care_unit_admissions.final_care_unit (icustays.last_careunit) -> visit_information_detail.discharge_location_code(visit_detail.discharged_to_source_value) -> None.None
intensive_care_unit_admissions.last_ward_identifier (icustays.last_wardid) -> NA,NA 
intensive_care_unit_admissions.length_of_stay (icustays.los) -> NA,NA 
intensive_care_unit_admissions.discharge_time (icustays.outtime) -> visit_information_detail.visit_end_timestamp(visit_detail.visit_detail_end_datetime) -> None.None
intensive_care_unit_admissions.discharge_time (icustays.outtime) -> visit_information_detail.visit_end_date(visit_detail.visit_detail_end_date) -> None.None
intensive_care_unit_admissions.row_identifier (icustays.row_id) -> visit_information_detail.visit_detail_identifier(visit_detail.visit_detail_id) -> None.None
intensive_care_unit_admissions.patient_identifier (icustays.subject_id) -> visit_information_detail.person_identifier(visit_detail.person_id) -> patient_information.person_identifier
intensive_care_unit_caregivers.caregiver_identifier (caregivers.cgid) -> healthcare_provider.provider_identifier(provider.provider_id) -> None.None
intensive_care_unit_caregivers.caregiver_details (caregivers.description) -> healthcare_provider.specialty_source_code(provider.specialty_source_value) -> None.None
intensive_care_unit_caregivers.caregiver_title (caregivers.label) -> healthcare_provider.provider_source_identifier(provider.provider_source_value) -> None.None
intensive_care_unit_caregivers.row_identifier (caregivers.row_id) -> healthcare_provider.provider_identifier(provider.provider_id) -> None.None
international_classification_of_diseases_ninth_revision_diagnoses.international_classification_of_diseases_ninth_revision_code (d_icd_diagnoses.icd9_code) -> medical_concept_information.concept_source_code(concept.concept_code) -> None.None
international_classification_of_diseases_ninth_revision_diagnoses.detailed_description (d_icd_diagnoses.long_title) -> medical_concept_information.concept_name(concept.concept_name) -> None.None
international_classification_of_diseases_ninth_revision_diagnoses.row_identifier (d_icd_diagnoses.row_id) -> medical_concept_information.concept_unique_identifier(concept.concept_id) -> None.None
international_classification_of_diseases_ninth_revision_diagnoses.short_description (d_icd_diagnoses.short_title) -> medical_concept_information.concept_name(concept.concept_name) -> None.None
laboratory_items_dictionary.item_category (d_labitems.category) -> medical_concept_information.concept_classification_identifier(concept.concept_class_id) -> concept_classification.concept_classification_identifier
laboratory_items_dictionary.associated_fluid (d_labitems.fluid) -> NA,NA 
laboratory_items_dictionary.item_identifier (d_labitems.itemid) -> medical_concept_information.concept_unique_identifier(concept.concept_id) -> None.None
laboratory_items_dictionary.item_identifier (d_labitems.itemid) -> clinical_measurement.measurement_source_concept_identifier(measurement.measurement_source_concept_id) -> None.None
laboratory_items_dictionary.item_label (d_labitems.label) -> clinical_measurement.measurement_source_code(measurement.measurement_source_value) -> None.None
laboratory_items_dictionary.item_label (d_labitems.label) -> medical_concept_information.concept_name(concept.concept_name) -> None.None
laboratory_items_dictionary.logical_observation_identifiers_names_and_codes (d_labitems.loinc_code) -> NA,NA 
laboratory_items_dictionary.row_identifier (d_labitems.row_id) -> NA,NA 
laboratory_test_events.event_time (labevents.charttime) -> clinical_measurement.measurement_date(measurement.measurement_date) -> None.None
laboratory_test_events.event_time (labevents.charttime) -> clinical_measurement.measurement_time(measurement.measurement_time) -> None.None
laboratory_test_events.event_time (labevents.charttime) -> clinical_measurement.measurement_date_time(measurement.measurement_datetime) -> None.None
laboratory_test_events.abnormal_flag (labevents.flag) -> NA,NA 
laboratory_test_events.hospital_admission_identifier (labevents.hadm_id) -> clinical_measurement.visit_occurrence_identifier(measurement.visit_occurrence_id) -> visit_record.visit_occurrence_identifier
laboratory_test_events.charted_item_identifier (labevents.itemid) -> clinical_measurement.measurement_concept_identifier(measurement.measurement_concept_id) -> None.None
laboratory_test_events.row_identifier (labevents.row_id) -> clinical_measurement.measurement_identifier(measurement.measurement_id) -> None.None
laboratory_test_events.patient_identifier (labevents.subject_id) -> clinical_measurement.person_identifier(measurement.person_id) -> patient_information.person_identifier
laboratory_test_events.event_value_text (labevents.value) -> clinical_measurement.value_source_code(measurement.value_source_value) -> None.None
laboratory_test_events.event_value_text (labevents.value) -> clinical_measurement.value_as_concept_identifier(measurement.value_as_concept_id) -> None.None
laboratory_test_events.event_value_number (labevents.valuenum) -> clinical_measurement.value_as_numeric(measurement.value_as_number) -> None.None
laboratory_test_events.value_unit_of_measurement (labevents.valueuom) -> clinical_measurement.unit_concept_identifier(measurement.unit_concept_id) -> None.None
laboratory_test_events.value_unit_of_measurement (labevents.valueuom) -> clinical_measurement.unit_source_code(measurement.unit_source_value) -> None.None
medicines_prescribed_information.dose_unit (prescriptions.dose_unit_rx) -> NA,NA 
medicines_prescribed_information.prescribed_dose_value (prescriptions.dose_val_rx) -> drug_exposure_information.drug_quantity(drug_exposure.quantity) -> None.None
medicines_prescribed_information.drug_name (prescriptions.drug) -> drug_exposure_information.drug_source_code(drug_exposure.drug_source_value) -> None.None
medicines_prescribed_information.generic_drug_name (prescriptions.drug_name_generic) -> NA,NA 
medicines_prescribed_information.provider_order_entry_drug_name (prescriptions.drug_name_poe) -> NA,NA 
medicines_prescribed_information.drug_category (prescriptions.drug_type) -> drug_exposure_information.drug_type_concept_identifier(drug_exposure.drug_type_concept_id) -> None.None
medicines_prescribed_information.prescription_end_date (prescriptions.enddate) -> drug_exposure_information.drug_exposure_end_timestamp(drug_exposure.drug_exposure_end_datetime) -> None.None
medicines_prescribed_information.prescription_end_date (prescriptions.enddate) -> drug_exposure_information.drug_exposure_end_date(drug_exposure.drug_exposure_end_date) -> None.None
medicines_prescribed_information.dispensed_formulation_unit (prescriptions.form_unit_disp) -> drug_exposure_information.dose_unit_value(drug_exposure.dose_unit_source_value) -> None.None
medicines_prescribed_information.dispensed_formulation_value (prescriptions.form_val_disp) -> drug_exposure_information.drug_quantity(drug_exposure.quantity) -> None.None
medicines_prescribed_information.formulary_drug_code (prescriptions.formulary_drug_cd) -> NA,NA 
medicines_prescribed_information.generic_sequence_number (prescriptions.gsn) -> NA,NA 
medicines_prescribed_information.hospital_admission_identifier (prescriptions.hadm_id) -> drug_exposure_information.visit_occurrence_identifier(drug_exposure.visit_occurrence_id) -> visit_record.visit_occurrence_identifier
medicines_prescribed_information.intensive_care_unit_stay_identifier (prescriptions.icustay_id) -> NA,NA 
medicines_prescribed_information.national_drug_code (prescriptions.ndc) -> drug_exposure_information.drug_source_code(drug_exposure.drug_source_value) -> None.None
medicines_prescribed_information.product_strength (prescriptions.prod_strength) -> NA,NA 
medicines_prescribed_information.administration_route (prescriptions.route) -> drug_exposure_information.route_source_code(drug_exposure.route_source_value) -> None.None
medicines_prescribed_information.row_identifier (prescriptions.row_id) -> drug_exposure_information.drug_exposure_identifier(drug_exposure.drug_exposure_id) -> None.None
medicines_prescribed_information.prescription_start_date (prescriptions.startdate) -> drug_exposure_information.drug_exposure_start_timestamp(drug_exposure.drug_exposure_start_datetime) -> None.None
medicines_prescribed_information.prescription_start_date (prescriptions.startdate) -> drug_exposure_information.drug_exposure_start_date(drug_exposure.drug_exposure_start_date) -> None.None
medicines_prescribed_information.patient_identifier (prescriptions.subject_id) -> drug_exposure_information.person_identifier(drug_exposure.person_id) -> patient_information.person_identifier
microbiology_test_events.antibody_identifier (microbiologyevents.ab_itemid) -> NA,NA 
microbiology_test_events.antibody_name (microbiologyevents.ab_name) -> biological_sample.specimen_source_code(specimen.specimen_source_value) -> None.None
microbiology_test_events.event_date (microbiologyevents.chartdate) -> biological_sample.specimen_collect_date(specimen.specimen_date) -> None.None
microbiology_test_events.event_time (microbiologyevents.charttime) -> biological_sample.specimen_collect_datetime(specimen.specimen_datetime) -> None.None
microbiology_test_events.dilution_comparison_operator (microbiologyevents.dilution_comparison) -> NA,NA 
microbiology_test_events.dilution_description (microbiologyevents.dilution_text) -> NA,NA 
microbiology_test_events.dilution_value_float (microbiologyevents.dilution_value) -> NA,NA 
microbiology_test_events.hospital_admission_identifier (microbiologyevents.hadm_id) -> NA,NA 
microbiology_test_events.test_interpretation (microbiologyevents.interpretation) -> NA,NA 
microbiology_test_events.isolate_number (microbiologyevents.isolate_num) -> NA,NA 
microbiology_test_events.organism_identifier (microbiologyevents.org_itemid) -> biological_sample.specimen_source_identifier(specimen.specimen_source_id) -> None.None
microbiology_test_events.organism_name (microbiologyevents.org_name) -> biological_sample.specimen_source_code(specimen.specimen_source_value) -> None.None
microbiology_test_events.row_identifier (microbiologyevents.row_id) -> biological_sample.specimen_identifier(specimen.specimen_id) -> None.None
microbiology_test_events.specimen_identifier (microbiologyevents.spec_itemid) -> biological_sample.specimen_type_concept_identifier(specimen.specimen_type_concept_id) -> None.None
microbiology_test_events.specimen_description (microbiologyevents.spec_type_desc) -> biological_sample.specimen_source_code(specimen.specimen_source_value) -> None.None
microbiology_test_events.patient_identifier (microbiologyevents.subject_id) -> biological_sample.person_identifier(specimen.person_id) -> patient_information.person_identifier
non_laboratory_charted_items_dictionary.item_abbreviation (d_items.abbreviation) -> NA,NA 
non_laboratory_charted_items_dictionary.item_category (d_items.category) -> medical_concept_information.concept_classification_identifier(concept.concept_class_id) -> concept_classification.concept_classification_identifier
non_laboratory_charted_items_dictionary.harmonized_concept_identifier (d_items.conceptid) -> NA,NA 
non_laboratory_charted_items_dictionary.item_source_database (d_items.dbsource) -> NA,NA 
non_laboratory_charted_items_dictionary.charted_item_identifier (d_items.itemid) -> medical_concept_information.concept_unique_identifier(concept.concept_id) -> None.None
non_laboratory_charted_items_dictionary.charted_item_identifier (d_items.itemid) -> medical_concept_information.concept_source_code(concept.concept_code) -> None.None
non_laboratory_charted_items_dictionary.charted_item_identifier (d_items.itemid) -> procedure_record.procedure_source_identifier(procedure_occurrence.procedure_source_concept_id) -> None.None
non_laboratory_charted_items_dictionary.item_label (d_items.label) -> procedure_record.procedure_source_code(procedure_occurrence.procedure_source_value) -> None.None
non_laboratory_charted_items_dictionary.item_label (d_items.label) -> medical_concept_information.concept_name(concept.concept_name) -> None.None
non_laboratory_charted_items_dictionary.linked_table (d_items.linksto) -> NA,NA 
non_laboratory_charted_items_dictionary.item_type (d_items.param_type) -> NA,NA 
non_laboratory_charted_items_dictionary.unique_row_identifier (d_items.row_id) -> NA,NA 
non_laboratory_charted_items_dictionary.item_unit_name (d_items.unitname) -> NA,NA 
patient_chart_events.caregiver_identifier (chartevents.cgid) -> clinical_measurement.provider_identifier(measurement.provider_id) -> healthcare_provider.provider_identifier
patient_chart_events.caregiver_identifier (chartevents.cgid) -> observation_records.provider_identifier(observation.provider_id) -> healthcare_provider.provider_identifier
patient_chart_events.event_occurrance_time (chartevents.charttime) -> clinical_measurement.measurement_date(measurement.measurement_date) -> None.None
patient_chart_events.event_occurrance_time (chartevents.charttime) -> clinical_measurement.measurement_time(measurement.measurement_time) -> None.None
patient_chart_events.event_occurrance_time (chartevents.charttime) -> observation_records.observation_datetime(observation.observation_datetime) -> None.None
patient_chart_events.event_occurrance_time (chartevents.charttime) -> clinical_measurement.measurement_date_time(measurement.measurement_datetime) -> None.None
patient_chart_events.error_flag (chartevents.error) -> NA,NA 
patient_chart_events.hospital_stay_identifier (chartevents.hadm_id) -> clinical_measurement.visit_occurrence_identifier(measurement.visit_occurrence_id) -> visit_record.visit_occurrence_identifier
patient_chart_events.hospital_stay_identifier (chartevents.hadm_id) -> observation_records.visit_occurrence_identifier(observation.visit_occurrence_id) -> visit_record.visit_occurrence_identifier
patient_chart_events.intensive_care_unit_stay_identifier (chartevents.icustay_id) -> NA,NA 
patient_chart_events.charted_item_identifier (chartevents.itemid) -> observation_records.observation_concept_identifier(observation.observation_concept_id) -> None.None
patient_chart_events.charted_item_identifier (chartevents.itemid) -> clinical_measurement.measurement_concept_identifier(measurement.measurement_concept_id) -> None.None
patient_chart_events.lab_result_status (chartevents.resultstatus) -> NA,NA 
patient_chart_events.unique_row_identifier (chartevents.row_id) -> clinical_measurement.measurement_identifier(measurement.measurement_id) -> None.None
patient_chart_events.unique_row_identifier (chartevents.row_id) -> observation_records.observation_identifier(observation.observation_id) -> None.None
patient_chart_events.event_stopped_status (chartevents.stopped) -> NA,NA 
patient_chart_events.event_recording_time (chartevents.storetime) -> clinical_measurement.measurement_date(measurement.measurement_date) -> None.None
